,Date,XOM-Price,XOM-Yield,TSLA-Price,TSLA-Yield,LLY-Price,LLY-Yield,AAPL-Price,AAPL-Yield,NVDA-Price,NVDA-Yield,JPM-Price,JPM-Yield,AMZN-Price,AMZN-Yield,V-Price,V-Yield,UNH-Price,UNH-Yield,Govt_Yield,XOM-spread,TSLA-spread,LLY-spread,AAPL-spread,NVDA-spread,JPM-spread,AMZN-spread,V-spread,UNH-spread
184,2019-09-25,102.979,2.126,71.02,11.784,103.222,2.144,106.211,2.031,104.363,2.514,105.907,2.596,108.482,2.067,106.16,2.087,107.415,2.373,1.737,0.3889999999999998,10.047,0.40700000000000003,0.29400000000000004,0.7769999999999997,0.859,0.33000000000000007,0.3500000000000001,0.6360000000000001
185,2019-09-26,103.31,2.062,70.361,11.993,103.363,2.117,106.296,2.01,104.905,2.43,106.194,2.534,108.593,2.043,106.372,2.051,107.582,2.342,1.697,0.36499999999999977,10.296,0.41999999999999993,0.3129999999999997,0.7330000000000001,0.8369999999999997,0.3460000000000001,0.3540000000000001,0.645
186,2019-09-27,103.323,2.059,69.949,12.122,103.368,2.116,106.475,1.97,105.07,2.404,106.261,2.519,108.742,2.013,106.523,2.025,107.473,2.361,1.687,0.3720000000000001,10.435,0.42900000000000005,0.2829999999999999,0.7169999999999999,0.8320000000000001,0.32599999999999985,0.33799999999999986,0.6740000000000002
187,2019-09-30,103.445,2.035,70.104,12.077,103.538,2.084,106.598,1.942,105.146,2.392,106.427,2.484,108.812,1.999,106.636,2.006,107.702,2.319,1.668,0.3670000000000002,10.409,0.41600000000000015,0.274,0.724,0.8160000000000001,0.3310000000000002,0.33799999999999986,0.651
188,2019-10-01,103.698,1.986,71.356,11.701,103.815,2.033,106.846,1.886,105.314,2.367,106.626,2.442,109.16,1.93,106.886,1.964,107.96,2.273,1.635,0.351,10.066,0.3979999999999999,0.2509999999999999,0.732,0.8070000000000002,0.29499999999999993,0.32899999999999996,0.6380000000000001
189,2019-10-02,103.941,1.94,72.585,11.338,104.066,1.986,106.954,1.862,105.4,2.353,106.759,2.413,109.375,1.888,107.044,1.937,108.157,2.237,1.601,0.33899999999999997,9.736999999999998,0.385,0.2610000000000001,0.7520000000000002,0.8119999999999998,0.2869999999999999,0.3360000000000001,0.6360000000000001
190,2019-10-03,104.33,1.864,72.606,11.34,104.524,1.901,107.206,1.804,105.844,2.285,107.156,2.328,109.741,1.814,107.495,1.861,108.544,2.167,1.534,0.33000000000000007,9.806,0.367,0.27,0.7510000000000001,0.7939999999999998,0.28,0.32699999999999996,0.6329999999999998
191,2019-10-04,104.279,1.874,72.53,11.366,104.459,1.913,107.208,1.802,105.784,2.293,107.223,2.314,109.669,1.827,107.461,1.867,108.553,2.165,1.529,0.3450000000000002,9.837,0.3840000000000001,0.27300000000000013,0.7640000000000002,0.7850000000000001,0.29800000000000004,0.3380000000000001,0.6360000000000001
192,2019-10-07,104.165,1.895,72.647,11.334,104.351,1.932,107.116,1.822,105.556,2.328,107.097,2.339,109.539,1.851,107.383,1.879,108.542,2.166,1.565,0.33000000000000007,9.769,0.367,0.2570000000000001,0.7629999999999999,0.774,0.28600000000000003,0.31400000000000006,0.601
193,2019-10-08,104.255,1.877,72.475,11.387,104.49,1.907,107.242,1.793,105.839,2.284,107.212,2.314,109.664,1.826,107.669,1.831,108.728,2.132,1.532,0.345,9.855,0.375,0.2609999999999999,0.7519999999999998,0.782,0.29400000000000004,0.29899999999999993,0.6000000000000001
194,2019-10-09,103.993,1.927,72.179,11.478,104.276,1.946,106.996,1.846,105.499,2.336,106.887,2.381,109.389,1.878,107.389,1.877,108.474,2.177,1.587,0.3400000000000001,9.891,0.359,0.2590000000000001,0.7489999999999999,0.7939999999999998,0.2909999999999999,0.29000000000000004,0.5900000000000001
195,2019-10-10,103.803,1.962,72.326,11.446,103.839,2.025,106.724,1.903,105.064,2.401,106.49,2.461,108.989,1.953,106.912,1.954,108.078,2.244,1.67,0.29200000000000004,9.776,0.355,0.2330000000000001,0.7309999999999999,0.7909999999999999,0.28300000000000014,0.28400000000000003,0.5740000000000003
196,2019-10-11,103.494,2.021,72.455,11.41,103.628,2.063,106.487,1.955,104.965,2.416,106.366,2.487,108.718,2.005,106.747,1.981,107.972,2.262,1.734,0.2869999999999999,9.676,0.3290000000000002,0.22100000000000009,0.6819999999999999,0.7530000000000001,0.2709999999999999,0.2470000000000001,0.528
197,2019-10-15,103.447,2.03,72.47,11.409,103.403,2.105,106.379,1.978,104.734,2.451,106.227,2.515,108.563,2.034,106.51,2.02,107.978,2.261,1.771,0.2589999999999999,9.638000000000002,0.3340000000000001,0.20700000000000007,0.6800000000000002,0.7440000000000002,0.2629999999999999,0.2490000000000001,0.4900000000000002
198,2019-10-16,103.677,1.985,72.64,11.361,103.692,2.051,106.445,1.962,105.022,2.407,106.377,2.483,108.741,1.999,106.75,1.98,107.981,2.259,1.745,0.24,9.616,0.30600000000000005,0.21699999999999986,0.6619999999999999,0.738,0.254,0.23499999999999988,0.5139999999999998
199,2019-10-17,103.615,1.996,72.781,11.328,103.604,2.066,106.516,1.944,105.083,2.396,106.282,2.501,108.638,2.016,106.654,1.994,108.105,2.235,1.75,0.246,9.578,0.31599999999999984,0.19399999999999995,0.6459999999999999,0.7509999999999999,0.266,0.244,0.4849999999999999
200,2019-10-18,103.662,1.987,72.624,11.377,103.804,2.029,106.64,1.915,105.149,2.386,106.411,2.473,108.709,2.001,106.767,1.975,108.138,2.229,1.754,0.2330000000000001,9.623000000000001,0.2749999999999999,0.16100000000000003,0.6320000000000001,0.7189999999999999,0.2469999999999999,0.22100000000000009,0.4750000000000001
201,2019-10-21,103.588,2.001,72.664,11.368,103.567,2.072,106.424,1.963,104.847,2.432,106.247,2.507,108.51,2.04,106.524,2.015,108.056,2.243,1.803,0.19799999999999995,9.565000000000001,0.26900000000000013,0.16000000000000014,0.629,0.7040000000000002,0.2370000000000001,0.2120000000000002,0.43999999999999995
202,2019-10-22,103.871,1.946,72.485,11.424,103.613,2.064,106.57,1.929,105.112,2.391,106.487,2.455,108.663,2.009,106.658,1.992,108.242,2.209,1.768,0.17799999999999994,9.655999999999999,0.29600000000000004,0.16100000000000003,0.623,0.687,0.24099999999999988,0.22399999999999998,0.44100000000000006
203,2019-10-23,103.649,1.988,72.138,11.53,103.675,2.052,106.475,1.95,105.011,2.406,106.582,2.435,108.412,2.057,106.507,2.017,108.207,2.215,1.768,0.21999999999999997,9.761999999999999,0.28400000000000003,0.18199999999999994,0.6380000000000001,0.667,0.2889999999999999,0.2489999999999999,0.44699999999999984
204,2019-10-24,103.705,1.976,72.666,11.382,103.771,2.033,106.49,1.944,105.073,2.396,106.536,2.442,108.583,2.021,106.6,2.0,108.181,2.217,1.771,0.20500000000000007,9.611,0.262,0.17300000000000004,0.625,0.6710000000000003,0.25,0.2290000000000001,0.4460000000000002
205,2019-10-25,103.627,1.991,72.77,11.354,103.62,2.061,106.328,1.979,105.058,2.398,106.459,2.458,108.491,2.038,106.405,2.032,108.019,2.246,1.799,0.19200000000000017,9.555,0.262,0.18000000000000016,0.5990000000000002,0.6590000000000003,0.23899999999999988,0.2330000000000001,0.44700000000000006
206,2019-10-28,103.436,2.028,70.699,11.981,103.429,2.096,106.251,1.996,104.797,2.438,106.44,2.461,108.369,2.062,106.211,2.065,107.933,2.26,1.845,0.18300000000000005,10.136,0.2510000000000001,0.15100000000000002,0.5930000000000002,0.6159999999999999,0.21699999999999986,0.21999999999999997,0.4149999999999998
207,2019-10-29,103.374,2.04,70.799,11.954,103.529,2.077,106.255,1.994,104.812,2.435,106.364,2.476,108.326,2.069,106.285,2.052,107.922,2.262,1.837,0.20300000000000007,10.117,0.24,0.15700000000000003,0.5980000000000001,0.639,0.23199999999999998,0.21500000000000008,0.42500000000000004
208,2019-10-30,103.594,1.997,71.132,11.852,103.903,2.007,106.412,1.959,105.069,2.396,106.527,2.442,108.528,2.029,106.554,2.006,108.058,2.237,1.775,0.2220000000000002,10.077,0.2320000000000002,0.18400000000000016,0.621,0.6670000000000003,0.254,0.23099999999999987,0.4620000000000002
209,2019-10-31,103.906,1.935,70.819,11.957,104.291,1.934,106.722,1.887,105.433,2.339,106.828,2.376,108.831,1.967,106.861,1.953,108.423,2.17,1.688,0.2470000000000001,10.269,0.246,0.19900000000000007,0.651,0.688,0.27900000000000014,0.2650000000000001,0.482
210,2019-11-01,103.735,1.968,70.579,12.034,104.134,1.963,106.63,1.907,105.277,2.362,106.919,2.356,108.676,1.996,106.842,1.956,108.325,2.187,1.714,0.254,10.32,0.2490000000000001,0.19300000000000006,0.6480000000000001,0.6419999999999999,0.28200000000000003,0.242,0.47299999999999986
211,2019-11-04,103.513,2.011,70.823,11.962,103.62,2.059,106.39,1.96,104.79,2.437,106.46,2.452,108.484,2.034,106.425,2.026,108.062,2.233,1.781,0.2300000000000002,10.181,0.27800000000000025,0.17900000000000005,0.6559999999999999,0.671,0.2529999999999999,0.24499999999999988,0.4520000000000002
212,2019-11-05,103.219,2.068,70.412,12.092,103.518,2.077,106.224,1.996,104.518,2.479,106.328,2.479,108.288,2.072,106.198,2.064,107.923,2.258,1.857,0.21100000000000008,10.235000000000001,0.21999999999999997,0.139,0.6220000000000001,0.6220000000000001,0.21500000000000008,0.20700000000000007,0.401
213,2019-11-06,103.38,2.036,70.614,12.033,103.658,2.051,106.343,1.969,104.975,2.408,106.487,2.445,108.372,2.054,106.372,2.034,107.973,2.248,1.83,0.20599999999999996,10.203,0.22100000000000009,0.139,0.5779999999999998,0.6149999999999998,0.22399999999999975,0.20399999999999974,0.41800000000000015
214,2019-11-07,102.982,2.113,70.274,12.15,103.107,2.153,105.84,2.079,104.373,2.501,106.194,2.504,108.046,2.116,105.857,2.119,107.482,2.334,1.929,0.18399999999999994,10.221,0.22399999999999998,0.15000000000000013,0.5719999999999998,0.575,0.18700000000000006,0.19000000000000017,0.405
215,2019-11-08,102.906,2.127,69.804,12.3,102.957,2.181,105.95,2.053,104.292,2.513,105.995,2.546,107.889,2.146,105.73,2.141,107.429,2.343,1.945,0.18199999999999972,10.355,0.236,0.10799999999999987,0.5679999999999998,0.6009999999999998,0.20099999999999985,0.19599999999999995,0.3979999999999999
216,2019-11-12,102.941,2.12,69.099,12.526,103.126,2.149,105.935,2.056,104.4,2.496,106.099,2.523,107.969,2.13,105.716,2.143,107.546,2.321,1.928,0.19200000000000017,10.597999999999999,0.22100000000000009,0.1280000000000001,0.5680000000000001,0.5950000000000002,0.20199999999999996,0.21499999999999986,0.39300000000000024
217,2019-11-13,102.979,2.112,69.143,12.515,103.369,2.103,106.051,2.029,104.704,2.448,106.293,2.481,108.195,2.084,105.891,2.112,107.619,2.307,1.891,0.22100000000000009,10.624,0.2120000000000002,0.1379999999999999,0.5569999999999999,0.5899999999999999,0.19300000000000006,0.22100000000000009,0.4159999999999999
218,2019-11-14,103.216,2.065,69.158,12.521,103.496,2.078,106.226,1.986,104.97,2.406,106.424,2.451,108.237,2.073,106.141,2.068,107.821,2.269,1.822,0.24299999999999988,10.699000000000002,0.2559999999999998,0.16399999999999992,0.5840000000000001,0.629,0.2509999999999999,0.246,0.44700000000000006
219,2019-11-15,103.149,2.078,69.802,12.321,103.42,2.092,106.23,1.985,104.952,2.408,106.382,2.459,108.24,2.071,105.993,2.093,107.802,2.272,1.836,0.24199999999999977,10.485,0.256,0.14900000000000002,0.5719999999999998,0.623,0.2350000000000001,0.2569999999999999,0.4359999999999997
220,2019-11-18,103.229,2.062,68.701,12.673,103.551,2.067,106.361,1.954,105.111,2.383,106.49,2.435,108.348,2.049,106.074,2.079,107.713,2.287,1.815,0.2469999999999999,10.858,0.2520000000000002,0.139,0.5680000000000001,0.6200000000000001,0.23399999999999999,0.26400000000000023,0.472
221,2019-11-19,103.242,2.059,68.836,12.634,103.628,2.052,106.339,1.958,105.377,2.342,106.53,2.426,108.448,2.028,106.2,2.057,107.919,2.249,1.786,0.27300000000000013,10.848,0.266,0.17199999999999993,0.556,0.6400000000000001,0.242,0.2709999999999999,0.4630000000000001
222,2019-11-20,103.383,2.031,68.643,12.699,103.677,2.043,106.422,1.938,105.479,2.326,106.576,2.415,108.47,2.022,106.196,2.057,108.101,2.216,1.747,0.28400000000000003,10.952,0.29600000000000004,0.19099999999999984,0.579,0.6679999999999999,0.2749999999999997,0.30999999999999983,0.4690000000000001
223,2019-11-21,103.25,2.056,68.172,12.861,103.437,2.087,106.202,1.986,105.2,2.368,106.446,2.441,108.296,2.055,105.907,2.105,107.887,2.252,1.776,0.28,11.085,0.31100000000000017,0.20999999999999996,0.5919999999999999,0.6649999999999998,0.27900000000000014,0.32899999999999996,0.47599999999999976
224,2019-11-22,103.216,2.062,67.905,12.952,103.346,2.104,106.177,1.991,105.184,2.37,106.4,2.45,108.21,2.071,105.881,2.109,107.862,2.256,1.771,0.2909999999999999,11.181000000000001,0.3330000000000002,0.2200000000000002,0.5990000000000002,0.6790000000000003,0.30000000000000027,0.3380000000000001,0.4849999999999999
225,2019-11-25,103.229,2.06,68.196,12.861,103.554,2.064,106.287,1.965,105.156,2.374,106.473,2.434,108.295,2.053,105.927,2.101,107.89,2.251,1.752,0.30800000000000005,11.109,0.31200000000000006,0.21300000000000008,0.6220000000000001,0.6820000000000002,0.30099999999999993,0.349,0.4989999999999999
226,2019-11-26,103.386,2.028,68.948,12.626,103.611,2.053,106.418,1.933,105.286,2.354,106.561,2.413,108.35,2.04,106.227,2.049,107.949,2.238,1.741,0.2869999999999999,10.885,0.31199999999999983,0.19199999999999995,0.613,0.6719999999999997,0.29899999999999993,0.30799999999999983,0.4969999999999999
227,2019-11-27,103.187,2.066,68.613,12.744,103.387,2.094,106.152,1.991,105.044,2.39,106.346,2.457,108.128,2.083,105.968,2.092,107.796,2.264,1.767,0.29899999999999993,10.977,0.32699999999999996,0.2240000000000002,0.6230000000000002,0.69,0.3160000000000003,0.3250000000000002,0.4969999999999999
228,2019-11-29,103.174,2.069,68.792,12.689,103.348,2.102,106.152,1.99,105.002,2.397,106.321,2.462,108.125,2.082,105.912,2.101,107.775,2.268,1.774,0.29499999999999993,10.915,0.32799999999999985,0.21599999999999997,0.6229999999999998,0.6880000000000002,0.30799999999999983,0.32699999999999996,0.4939999999999998
229,2019-12-02,103.125,2.078,68.706,12.721,103.356,2.1,106.154,1.989,104.83,2.423,106.365,2.451,108.128,2.081,106.019,2.082,107.753,2.271,1.822,0.2559999999999998,10.899000000000001,0.278,0.16700000000000004,0.601,0.629,0.2589999999999999,0.2599999999999998,0.44899999999999984
230,2019-12-03,103.655,1.973,68.383,12.829,103.717,2.031,106.535,1.901,105.328,2.345,106.649,2.389,108.539,1.997,106.538,1.993,108.154,2.197,1.717,0.256,11.112,0.31400000000000006,0.18399999999999994,0.6280000000000001,0.6719999999999997,0.28,0.276,0.48
231,2019-12-04,103.444,2.014,69.431,12.496,103.452,2.081,106.305,1.953,105.124,2.377,106.58,2.403,108.224,2.06,106.194,2.051,107.912,2.24,1.778,0.23599999999999977,10.718,0.30299999999999994,0.17500000000000004,0.5989999999999998,0.625,0.28200000000000003,0.27300000000000013,0.4620000000000002
232,2019-12-05,103.284,2.045,69.902,12.356,103.254,2.118,106.187,1.977,104.83,2.422,106.501,2.418,108.197,2.062,106.085,2.069,108.022,2.218,1.809,0.236,10.547,0.30899999999999994,0.16800000000000015,0.6130000000000002,0.6090000000000002,0.2529999999999999,0.26,0.40900000000000003
233,2019-12-06,103.173,2.066,70.347,12.219,103.141,2.139,106.121,1.992,104.828,2.422,106.503,2.417,108.042,2.093,105.989,2.085,107.755,2.267,1.843,0.22299999999999986,10.376,0.2959999999999998,0.14900000000000002,0.5790000000000002,0.5739999999999998,0.25,0.242,0.42399999999999993
234,2019-12-09,103.191,2.063,70.747,12.097,103.16,2.135,106.244,1.962,104.932,2.405,106.493,2.418,108.072,2.086,106.142,2.058,107.844,2.25,1.821,0.24200000000000021,10.276,0.31399999999999983,0.14100000000000001,0.5839999999999999,0.5970000000000002,0.2649999999999999,0.23699999999999988,0.42900000000000005
235,2019-12-10,103.092,2.082,71.197,11.961,103.347,2.099,105.989,2.02,104.794,2.426,106.421,2.433,107.952,2.11,105.964,2.088,107.754,2.265,1.842,0.23999999999999977,10.119,0.2570000000000001,0.17799999999999994,0.5840000000000001,0.5909999999999997,0.2679999999999998,0.246,0.42300000000000004
236,2019-12-11,103.253,2.05,71.183,11.968,103.344,2.099,106.163,1.979,105.085,2.381,106.519,2.411,108.155,2.067,106.158,2.054,107.987,2.222,1.793,0.2569999999999999,10.175,0.30600000000000027,0.18600000000000017,0.5879999999999999,0.6180000000000001,0.27400000000000024,0.2609999999999999,0.42900000000000005
237,2019-12-12,102.923,2.115,71.542,11.867,102.442,2.272,105.795,2.062,104.236,2.513,105.976,2.527,107.596,2.179,105.462,2.173,107.342,2.339,1.896,0.2190000000000003,9.971,0.3759999999999999,0.16599999999999993,0.617,0.6310000000000002,0.2829999999999999,0.27700000000000014,0.44300000000000006
238,2019-12-13,103.237,2.051,71.447,11.899,103.227,2.12,106.326,1.938,104.988,2.395,106.529,2.406,108.266,2.041,106.157,2.053,107.942,2.228,1.824,0.2270000000000001,10.075,0.29600000000000004,0.11399999999999988,0.571,0.5820000000000001,0.21699999999999986,0.22899999999999987,0.40400000000000014
239,2019-12-16,103.136,2.071,71.709,11.821,102.94,2.175,106.024,2.007,104.784,2.426,106.341,2.446,108.085,2.077,105.909,2.095,107.664,2.278,1.873,0.19800000000000018,9.948,0.3019999999999998,0.13400000000000012,0.5530000000000002,0.5730000000000002,0.20399999999999996,0.2220000000000002,0.405
240,2019-12-17,103.08,2.082,71.764,11.808,102.889,2.185,105.951,2.023,104.699,2.44,106.43,2.426,107.935,2.107,105.836,2.107,107.626,2.285,1.875,0.20699999999999985,9.933,0.31000000000000005,0.14800000000000013,0.565,0.5510000000000002,0.2320000000000002,0.2320000000000002,0.41000000000000014
241,2019-12-18,103.126,2.073,70.664,12.153,102.855,2.191,106.019,2.007,104.588,2.457,106.421,2.427,107.876,2.118,105.707,2.129,107.569,2.294,1.922,0.15100000000000002,10.231,0.2689999999999999,0.08500000000000019,0.5349999999999999,0.5050000000000001,0.19599999999999995,0.20700000000000007,0.3720000000000001
242,2019-12-19,103.122,2.073,70.553,12.198,102.937,2.174,105.995,2.01,104.585,2.456,106.516,2.404,107.958,2.099,105.677,2.133,107.565,2.293,1.922,0.15100000000000002,10.276,0.252,0.08799999999999986,0.534,0.482,0.17700000000000027,0.21100000000000008,0.3710000000000002
243,2019-12-20,103.081,2.08,70.715,12.15,102.873,2.187,105.96,2.017,104.53,2.465,106.35,2.439,107.928,2.104,105.532,2.158,107.611,2.284,1.919,0.16100000000000003,10.231,0.2679999999999998,0.09799999999999986,0.5459999999999998,0.52,0.18500000000000005,0.23899999999999988,0.36499999999999977
244,2019-12-23,102.882,2.12,69.826,12.439,102.801,2.2,105.882,2.033,104.461,2.475,106.448,2.416,107.853,2.118,105.442,2.173,107.475,2.308,1.928,0.19200000000000017,10.511,0.27200000000000024,0.10499999999999998,0.5470000000000002,0.488,0.18999999999999995,0.2450000000000001,0.3799999999999999
245,2019-12-24,103.126,2.071,69.069,12.686,102.945,2.172,106.074,1.988,104.617,2.45,106.503,2.404,107.99,2.089,105.687,2.129,107.783,2.25,1.903,0.16800000000000015,10.783,0.26900000000000013,0.08499999999999996,0.5470000000000002,0.5009999999999999,0.18599999999999994,0.22599999999999998,0.347
246,2019-12-26,103.218,2.051,69.327,12.613,103.021,2.156,106.118,1.975,104.767,2.426,106.638,2.372,108.044,2.075,105.692,2.127,107.668,2.27,1.894,0.15700000000000025,10.719,0.26200000000000023,0.08100000000000018,0.5320000000000003,0.478,0.18100000000000027,0.23299999999999987,0.3760000000000001
247,2019-12-27,103.336,2.027,69.504,12.56,103.154,2.13,106.226,1.949,104.907,2.403,106.704,2.357,108.157,2.051,105.855,2.098,107.98,2.211,1.877,0.15000000000000013,10.683,0.2529999999999999,0.07200000000000006,0.526,0.4800000000000002,0.17400000000000015,0.22099999999999986,0.33399999999999985
248,2019-12-30,103.438,2.006,69.671,12.509,103.148,2.131,106.308,1.929,104.932,2.399,106.963,2.299,108.202,2.041,105.843,2.1,108.046,2.198,1.886,0.11999999999999988,10.623000000000001,0.24499999999999988,0.04300000000000015,0.5130000000000001,0.41300000000000003,0.15500000000000003,0.2140000000000002,0.31200000000000006
249,2019-12-31,103.284,2.037,69.825,12.464,103.19,2.123,106.167,1.961,104.748,2.428,106.875,2.318,108.097,2.062,105.775,2.111,107.974,2.211,1.919,0.11799999999999988,10.545,0.20400000000000018,0.04200000000000004,0.5089999999999999,0.399,0.1429999999999998,0.19200000000000017,0.2919999999999998
250,2020-01-02,103.402,2.012,69.806,12.48,103.315,2.098,106.189,1.953,105.192,2.357,106.887,2.313,108.247,2.028,105.939,2.082,108.055,2.194,1.877,0.135,10.603,0.22099999999999986,0.07600000000000007,0.4800000000000002,0.43600000000000017,0.15100000000000002,0.20499999999999985,0.31699999999999995
251,2020-01-03,103.573,1.977,69.836,12.474,103.732,2.017,106.459,1.889,105.661,2.283,107.003,2.286,108.528,1.969,106.231,2.03,108.415,2.127,1.793,0.18400000000000016,10.681000000000001,0.22399999999999998,0.09600000000000009,0.49,0.4930000000000001,0.17600000000000016,0.23699999999999988,0.33399999999999985
252,2020-01-06,103.507,1.99,70.302,12.329,103.532,2.055,106.297,1.926,105.416,2.321,107.098,2.265,108.393,1.996,106.153,2.043,108.216,2.163,1.809,0.18100000000000005,10.520000000000001,0.24600000000000022,0.11699999999999999,0.5120000000000002,0.4560000000000002,0.18700000000000006,0.2340000000000002,0.35399999999999987
253,2020-01-07,103.37,2.018,70.852,12.158,103.406,2.079,106.542,1.868,105.746,2.269,107.023,2.28,108.652,1.942,106.425,1.996,108.495,2.111,1.811,0.20699999999999985,10.347,0.26800000000000024,0.05700000000000016,0.4580000000000002,0.46899999999999986,0.131,0.18500000000000005,0.30000000000000027
254,2020-01-08,103.114,2.069,70.66,12.222,103.202,2.118,106.015,1.99,105.082,2.373,106.863,2.314,108.087,2.057,105.823,2.1,108.01,2.2,1.874,0.19499999999999984,10.347999999999999,0.24399999999999977,0.11599999999999988,0.4990000000000001,0.43999999999999995,0.18299999999999983,0.22599999999999998,0.32600000000000007
255,2020-01-09,103.235,2.043,69.385,12.641,103.29,2.1,106.112,1.965,105.402,2.321,107.05,2.271,108.165,2.038,105.914,2.083,108.029,2.194,1.855,0.18800000000000017,10.786,0.2450000000000001,0.1100000000000001,0.4660000000000002,0.4159999999999999,0.18299999999999983,0.2280000000000002,0.33899999999999997
256,2020-01-10,103.315,2.027,68.768,12.846,103.42,2.075,106.248,1.932,105.555,2.297,106.979,2.286,108.283,2.013,106.05,2.058,108.172,2.167,1.82,0.20700000000000007,11.026,0.2550000000000001,0.11199999999999988,0.4770000000000001,0.46599999999999997,0.19299999999999984,0.23799999999999977,0.34699999999999975
257,2020-01-13,103.211,2.048,68.018,13.097,103.433,2.072,106.208,1.941,105.431,2.316,106.826,2.318,108.201,2.029,106.021,2.063,108.132,2.173,1.848,0.19999999999999996,11.248999999999999,0.22399999999999998,0.09299999999999997,0.46799999999999975,0.47,0.18099999999999983,0.21500000000000008,0.32499999999999996
258,2020-01-14,103.207,2.048,67.288,13.346,103.182,2.12,106.326,1.912,105.253,2.344,106.848,2.313,108.17,2.035,106.06,2.056,108.187,2.162,1.813,0.2350000000000001,11.533,0.30700000000000016,0.09899999999999998,0.5309999999999999,0.5000000000000002,0.2220000000000002,0.2430000000000001,0.349
259,2020-01-15,103.27,2.035,66.108,13.751,103.438,2.07,106.373,1.9,105.508,2.303,106.927,2.295,108.374,1.992,106.138,2.042,108.246,2.151,1.786,0.2490000000000001,11.965,0.2839999999999998,0.11399999999999988,0.5169999999999999,0.5089999999999999,0.20599999999999996,0.2559999999999998,0.36499999999999977
260,2020-01-16,103.227,2.042,66.779,13.538,103.409,2.074,106.291,1.915,105.372,2.324,106.899,2.297,108.305,2.002,106.125,2.042,108.196,2.157,1.809,0.23299999999999987,11.729000000000001,0.2649999999999999,0.1060000000000001,0.5149999999999999,0.4880000000000002,0.19299999999999984,0.23299999999999987,0.3480000000000001
261,2020-01-17,103.285,2.03,68.774,12.874,103.414,2.073,106.349,1.901,105.538,2.297,107.054,2.262,108.363,1.989,106.097,2.046,108.308,2.135,1.825,0.20499999999999985,11.049000000000001,0.248,0.07600000000000007,0.4720000000000002,0.43700000000000006,0.16400000000000015,0.22099999999999986,0.30999999999999983
262,2020-01-21,103.467,1.993,68.772,12.879,103.58,2.041,106.457,1.875,105.774,2.259,107.155,2.239,108.565,1.947,106.241,2.021,108.573,2.086,1.774,0.21900000000000008,11.105,0.2669999999999999,0.10099999999999998,0.4849999999999999,0.46499999999999986,0.17300000000000004,0.2469999999999999,0.31199999999999983
263,2020-01-22,103.413,2.004,68.885,12.845,103.668,2.023,106.517,1.86,106.259,2.183,107.238,2.22,108.646,1.929,106.315,2.007,108.683,2.064,1.769,0.2350000000000001,11.076,0.2540000000000002,0.09100000000000019,0.4139999999999999,0.4510000000000003,0.16000000000000014,0.2380000000000002,0.29500000000000015
264,2020-01-23,103.571,1.97,70.028,12.484,103.74,2.008,106.564,1.846,106.219,2.188,107.35,2.193,108.74,1.907,106.444,1.983,108.696,2.06,1.731,0.23899999999999988,10.753,0.2769999999999999,0.11499999999999999,0.4570000000000001,0.46199999999999997,0.17599999999999993,0.252,0.32899999999999996
265,2020-01-24,103.769,1.93,70.621,12.297,103.945,1.968,106.706,1.811,106.494,2.144,107.547,2.149,108.904,1.872,106.703,1.938,108.889,2.023,1.686,0.244,10.611,0.28200000000000003,0.125,0.4580000000000002,0.4630000000000001,0.18600000000000017,0.252,0.3370000000000002
266,2020-01-27,103.875,1.908,73.189,11.497,104.104,1.937,106.873,1.771,106.59,2.129,107.52,2.154,109.048,1.841,106.936,1.897,108.99,2.004,1.613,0.29499999999999993,9.884,0.32400000000000007,0.15799999999999992,0.516,0.5409999999999999,0.22799999999999998,0.28400000000000003,0.391
267,2020-01-28,103.799,1.923,72.904,11.588,103.899,1.976,106.815,1.784,106.42,2.155,107.462,2.165,108.972,1.856,106.819,1.916,108.805,2.037,1.661,0.262,9.927,0.31499999999999995,0.123,0.4939999999999998,0.504,0.19500000000000006,0.2549999999999999,0.3759999999999999
268,2020-01-29,103.965,1.889,73.622,11.371,104.341,1.89,107.022,1.734,106.924,2.076,107.809,2.088,109.283,1.79,107.178,1.853,109.023,1.996,1.581,0.30800000000000005,9.790000000000001,0.30899999999999994,0.15300000000000002,0.4950000000000001,0.5070000000000001,0.20900000000000007,0.272,0.41500000000000004
269,2020-01-30,104.076,1.866,73.352,11.46,104.259,1.905,106.992,1.739,106.879,2.082,107.743,2.101,109.145,1.817,107.056,1.873,108.952,2.008,1.591,0.27500000000000013,9.869000000000002,0.31400000000000006,0.14800000000000013,0.4909999999999999,0.51,0.22599999999999998,0.28200000000000003,0.41700000000000004
270,2020-01-31,104.374,1.805,71.245,12.12,104.839,1.793,107.388,1.645,107.326,2.012,108.106,2.02,109.573,1.728,107.593,1.78,109.535,1.899,1.505,0.30000000000000004,10.614999999999998,0.28800000000000003,0.14000000000000012,0.5070000000000001,0.5150000000000001,0.2230000000000001,0.27500000000000013,0.39400000000000013
271,2020-02-03,104.105,1.859,70.734,12.286,104.637,1.831,107.303,1.664,107.184,2.033,108.134,2.013,109.524,1.737,107.462,1.802,109.413,1.921,1.526,0.33299999999999996,10.76,0.30499999999999994,0.1379999999999999,0.5069999999999999,0.4869999999999999,0.21100000000000008,0.276,0.395
