,Unnamed: 0,Date,XOM-Price,XOM-Yield,TSLA-Price,TSLA-Yield,LLY-Price,LLY-Yield,AAPL-Price,AAPL-Yield,NVDA-Price,NVDA-Yield,JPM-Price,JPM-Yield,AMZN-Price,AMZN-Yield,V-Price,V-Yield,UNH-Price,UNH-Yield,Govt_Yield,XOM-spread,TSLA-spread,LLY-spread,AAPL-spread,NVDA-spread,JPM-spread,AMZN-spread,V-spread,UNH-spread,V-%K,V-%D,JPM-%K,JPM-%D,LLY-%K,LLY-%D,XOM-%K,XOM-%D,NVDA-%K,NVDA-%D,AMZN-%K,AMZN-%D,AAPL-%K,AAPL-%D,UNH-%K,UNH-%D,TSLA-%K,TSLA-%D
381,381,2020-07-10,107.874,0.971,77.773,10.587,109.512,0.761,110.628,0.623,114.459,0.795,111.149,1.121,113.512,0.672,112.146,0.851,114.097,0.865,0.643,0.3279999999999999,9.944,0.118,-0.02,0.152,0.478,0.029,0.2079999999999999,0.2219999999999999,72.82913165266065,85.57422969187617,84.43759630200324,84.41242451227978,43.64089775561067,64.33915211970086,82.66932270916277,89.49783284444652,84.88767869298877,94.96255956432958,69.07894736842087,71.92982456140366,55.10597302504785,70.45600513808589,41.42011834319532,60.20710059171669,62.76679841897206,52.96837687636492
382,382,2020-07-13,108.031,0.937,77.871,10.56,109.609,0.741,110.731,0.596,114.933,0.721,111.288,1.087,113.679,0.635,112.418,0.802,114.31,0.823,0.618,0.319,9.942,0.123,-0.022,0.1029999999999999,0.469,0.017,0.184,0.2049999999999999,100.0,85.57422969187617,100.0,87.57062146892633,55.73566084787939,52.24438902743096,98.30677290836695,93.65869853917657,100.0,94.96255956432958,96.54605263157883,80.59210526315805,74.95183044315833,69.17148362234984,72.9289940828414,64.4970414201192,66.64031620553328,60.537187512369165
383,383,2020-07-14,108.03,0.936,77.397,10.709,109.621,0.737,110.8,0.577,114.718,0.753,111.109,1.127,113.586,0.653,112.327,0.816,114.306,0.822,0.625,0.311,10.084,0.1119999999999999,-0.048,0.128,0.502,0.028,0.1909999999999999,0.1969999999999999,88.5101010101,87.11307755425355,73.94468704512333,86.1274277823755,55.51232166018117,51.6296267545571,98.20717131474098,93.06108897742358,87.50726321905852,90.7983139706824,81.24999999999942,82.29166666666636,88.24662813101996,72.76814386640872,72.3372781065093,62.22879684418201,49.38875305623498,59.59862256024678
384,384,2020-07-15,108.191,0.901,77.45,10.696,109.615,0.737,110.854,0.561,114.779,0.742,111.193,1.106,113.588,0.651,112.44,0.795,114.378,0.807,0.633,0.268,10.063,0.1039999999999999,-0.0719999999999999,0.1089999999999999,0.4730000000000001,0.018,0.162,0.174,100.0,96.17003367003333,86.1717612809317,86.70548277535165,44.338118022327535,51.862033510129386,100.0,98.83798140770266,91.05171411969725,92.85299244625192,81.57894736841969,86.45833333333263,98.65125240847689,87.2832369942184,82.98816568047418,76.08481262327496,67.82841823056322,61.2858291641105
385,385,2020-07-16,108.226,0.89,77.349,10.736,109.917,0.674,110.824,0.563,114.741,0.745,111.25,1.088,113.72,0.616,112.545,0.773,114.44,0.791,0.618,0.272,10.118,0.056,-0.055,0.127,0.4700000000000001,-0.002,0.155,0.173,100.0,96.17003367003333,94.07176287051526,84.72940373219008,92.50398724082977,64.11814230777952,100.0,99.402390438247,87.32673267326685,88.62857000400753,100.0,87.60964912280635,84.58333333333135,90.49373795760941,91.6797488226064,82.33506420319662,69.03914590747368,62.0854390647573
386,386,2020-07-17,108.269,0.88,78.294,10.447,109.885,0.679,110.843,0.556,114.747,0.743,111.251,1.086,113.701,0.619,112.576,0.767,114.427,0.792,0.623,0.257,9.824,0.056,-0.0669999999999999,0.12,0.4630000000000001,-0.004,0.144,0.169,100.0,100.0,94.2277691107656,91.49043108740419,87.40031897926728,74.7474747474749,100.0,100.0,87.44091829844659,88.60645503047022,94.80874316939742,92.12923017927237,92.5,91.91152858060275,83.33333333333633,86.0004159454723,100.0,78.95585471267897
387,387,2020-07-20,108.525,0.825,78.75,10.311,109.87,0.681,110.769,0.573,114.787,0.736,111.651,0.991,113.588,0.641,112.64,0.754,114.589,0.759,0.613,0.2119999999999999,9.698,0.068,-0.04,0.123,0.378,0.028,0.141,0.146,100.0,100.0,100.0,96.09984399376027,83.56643356643468,87.82357992884393,100.0,100.0,88.81226053639847,87.85997050270396,46.98795180722589,80.5988983255411,61.66666666666865,79.58333333333336,100.0,91.67102738531423,100.0,89.67971530249123
388,388,2020-07-21,108.509,0.828,79.51,10.083,109.925,0.669,110.881,0.542,114.813,0.731,111.754,0.965,113.615,0.634,112.754,0.733,114.713,0.734,0.605,0.2229999999999999,9.478,0.064,-0.0629999999999999,0.126,0.36,0.029,0.128,0.129,100.0,100.0,100.0,98.07592303692185,91.97530864197508,87.6473537292257,98.21627647714546,99.40542549238182,83.9999999999994,86.75105961161482,57.831325301202405,66.54267342594189,100.0,84.7222222222229,100.0,94.44444444444544,100.0,100.0
389,389,2020-07-22,108.538,0.821,80.22,9.873,110.044,0.644,110.897,0.536,114.669,0.752,111.66,0.985,113.649,0.624,112.754,0.732,114.669,0.741,0.6,0.2209999999999999,9.273,0.044,-0.0639999999999999,0.152,0.385,0.024,0.132,0.141,100.0,100.0,85.42635658914624,95.14211886304874,100.0,91.84724740280326,100.0,99.40542549238182,57.28155339805727,76.6979379781517,65.86538461538534,56.8948872412712,100.0,87.2222222222229,92.85714285714334,97.61904761904778,100.0,100.0
390,390,2020-07-23,108.51,0.823,80.061,9.929,109.912,0.667,110.909,0.528,114.138,0.832,111.586,0.997,113.401,0.673,112.53,0.768,114.493,0.77,0.577,0.246,9.352,0.09,-0.0489999999999999,0.255,0.42,0.096,0.191,0.193,71.31882202304712,90.4396073410157,73.95348837209245,86.45994832041288,75.18796992481359,89.05442618892958,96.07293127629848,98.09640258448132,0.0,47.09385113268555,0.0,41.23223663886257,100.0,100.0,64.28571428571445,85.71428571428594,95.29028436018983,98.43009478672995
391,391,2020-07-24,108.358,0.854,80.113,9.916,109.833,0.682,110.862,0.537,113.914,0.866,111.374,1.045,113.588,0.63,112.565,0.761,114.596,0.749,0.587,0.267,9.329,0.095,-0.0499999999999999,0.279,0.4579999999999999,0.043,0.174,0.162,68.91447368420955,80.07776523575221,41.08527131782889,66.82170542635585,60.33834586466167,78.5087719298251,74.75455820476941,90.27582982702263,0.0,19.093851132685742,58.62068965517119,41.4953580901855,83.27402135230952,94.42467378410318,81.00649350649508,79.38311688311762,96.45578005962243,97.24868813993743
392,392,2020-07-27,108.546,0.813,79.77,10.021,109.797,0.688,110.815,0.547,113.763,0.888,111.261,1.07,113.474,0.653,112.421,0.785,114.335,0.797,0.615,0.1979999999999999,9.406,0.0729999999999999,-0.0679999999999999,0.273,0.455,0.038,0.17,0.182,45.230263157895365,61.82118628838401,23.565891472868003,46.201550387596434,53.57142857142828,63.03258145363454,100.0,90.27582982702263,0.0,0.0,22.88401253918712,27.168234064786095,66.5480427046241,83.27402135231121,38.63636363636358,61.30952380952437,84.3260188087773,92.0240277428632
393,393,2020-07-28,108.433,0.836,79.997,9.956,109.844,0.677,110.833,0.541,113.845,0.875,111.447,1.024,113.426,0.662,112.444,0.78,114.379,0.787,0.579,0.257,9.377,0.098,-0.0379999999999999,0.296,0.445,0.083,0.201,0.208,49.013157894736814,54.38596491228057,52.403100775194225,39.01808785529703,62.4060150375932,58.77192982456108,83.18452380952415,85.97969400476454,7.008547008546453,2.3361823361821368,7.836990595613003,29.780564263323765,72.95373665480213,74.25860023724526,45.77922077922254,55.140692640693736,92.2326715430164,91.00482347047205
394,394,2020-07-29,108.526,0.815,81.029,9.651,110.06,0.633,110.87,0.529,114.044,0.843,111.632,0.979,113.518,0.64,112.503,0.769,114.549,0.753,0.577,0.238,9.074,0.056,-0.0479999999999999,0.266,0.402,0.063,0.192,0.176,58.717105263157386,50.98684210526318,81.08527131782978,52.35142118863066,100.0,71.99248120300719,97.02380952380804,93.40277777777742,24.017094017093275,10.341880341879895,36.6771159874619,22.466039707420663,86.12099644128091,75.20759193356905,73.37662337662543,52.59740259740386,100.0,92.18623011726459
395,395,2020-07-30,108.653,0.787,80.631,9.774,110.088,0.625,110.93,0.51,114.016,0.845,111.729,0.953,113.388,0.665,112.775,0.718,114.627,0.736,0.545,0.242,9.229,0.0799999999999999,-0.035,0.2999999999999999,0.4079999999999999,0.12,0.1729999999999999,0.1909999999999999,100.0,69.24342105263139,96.12403100775111,76.53746770025836,100.0,87.46867167919777,100.0,93.40277777777742,21.623931623931604,17.549857549857098,0.0,14.838035527691625,100.0,86.35824436536102,78.86977886977905,66.00854100854234,89.18478260869574,93.80581805057072
396,396,2020-07-31,108.896,0.734,81.16,9.62,110.264,0.589,110.985,0.494,113.954,0.854,111.917,0.907,113.615,0.613,112.88,0.698,114.992,0.665,0.533,0.2009999999999999,9.087,0.0559999999999999,-0.039,0.3209999999999999,0.374,0.0799999999999999,0.1649999999999999,0.132,100.0,86.23903508771912,100.0,92.40310077519364,100.0,100.0,100.0,99.00793650793604,18.190476190475124,21.277167277166654,68.37349397590181,35.01686998778789,100.0,95.37366548042696,100.0,84.08213408213483,100.0,96.39492753623192
397,397,2020-08-03,108.754,0.763,81.604,9.491,110.246,0.592,110.967,0.497,113.835,0.871,111.83,0.926,113.523,0.631,112.913,0.691,114.921,0.676,0.554,0.2089999999999999,8.937,0.0379999999999999,-0.057,0.3169999999999999,0.372,0.0769999999999999,0.1369999999999999,0.122,100.0,100.0,87.98342541436425,94.70248547403844,97.22650231124797,99.07550077041601,79.85815602836934,93.28605200945645,6.857142857141782,15.557183557182823,40.66265060240768,36.345381526103154,91.66666666666612,97.22222222222204,89.19330289193351,89.35436058723752,100.0,96.39492753623192
398,398,2020-08-04,109.047,0.7,81.743,9.453,110.457,0.548,111.168,0.444,113.978,0.848,112.011,0.882,113.752,0.58,113.218,0.636,115.181,0.625,0.512,0.1879999999999999,8.940999999999999,0.036,-0.068,0.3359999999999999,0.37,0.0679999999999999,0.124,0.1129999999999999,100.0,100.0,100.0,95.9944751381214,100.0,99.07550077041601,100.0,93.28605200945645,20.476190476189505,15.17460317460212,100.0,69.67871485943648,100.0,97.22222222222204,100.0,96.39776763064451,100.0,100.0
399,399,2020-08-05,108.964,0.716,82.491,9.237,110.307,0.577,111.136,0.45,114.011,0.842,112.297,0.813,113.602,0.61,113.001,0.673,115.118,0.636,0.549,0.1669999999999999,8.688,0.0279999999999999,-0.099,0.2929999999999999,0.2639999999999999,0.0609999999999999,0.124,0.0869999999999999,72.77289836888336,90.92429945629446,100.0,95.9944751381214,77.27272727272845,91.49974319465883,89.33161953727516,89.72992518854818,23.619047619046775,16.984126984126007,58.79120879121002,66.48461979787255,91.97994987468405,94.54887218045006,92.55319148936145,93.91549812709832,100.0,100.0
400,400,2020-08-06,108.893,0.728,83.04,9.085,110.299,0.575,111.031,0.47,114.085,0.827,112.081,0.858,113.661,0.592,113.07,0.657,115.268,0.602,0.538,0.1899999999999999,8.547,0.0369999999999999,-0.068,0.2889999999999999,0.3199999999999999,0.0539999999999999,0.119,0.0639999999999999,81.43036386449047,84.73442074445795,79.15057915057976,93.05019305019323,76.06060606060791,84.44444444444548,77.6487663280119,88.9934619550957,30.666666666665655,24.92063492063396,75.00000000000098,77.93040293040366,65.66416040100248,85.88137009189552,100.0,97.51773049645381,100.0,100.0
401,401,2020-08-07,108.864,0.733,84.055,8.796,110.191,0.596,111.009,0.474,114.094,0.825,111.991,0.877,113.579,0.608,113.04,0.661,115.167,0.62,0.566,0.167,8.229999999999999,0.03,-0.0919999999999999,0.259,0.311,0.042,0.095,0.054,77.66624843161884,77.2898368883309,70.46332046332076,83.20463320463348,59.69696969697084,71.01010101010242,73.4397677793912,80.14005121489276,31.52380952380855,28.603174603173645,52.47252747252568,62.08791208791222,54.95750708215237,70.8672057859463,89.17470525187585,93.90929891374577,100.0,100.0
402,402,2020-08-10,108.767,0.752,83.961,8.825,110.151,0.602,111.021,0.468,113.824,0.866,112.015,0.87,113.592,0.603,112.967,0.673,115.182,0.616,0.581,0.171,8.244,0.021,-0.1129999999999999,0.285,0.289,0.022,0.092,0.035,68.50690087829288,75.86783772480072,72.77992277992315,74.13127413127454,53.6363636363638,63.13131313131421,59.3613933236569,70.14997581035334,6.732891832228852,22.97445600756767,56.04395604395579,61.172161172160806,58.35694050991446,59.65953599768977,90.78242229367653,93.31904251518414,97.80630105017484,99.26876701672495
403,403,2020-08-11,108.553,0.797,84.42,8.696,110.036,0.624,110.887,0.501,113.626,0.896,111.873,0.901,113.488,0.624,112.823,0.698,115.02,0.645,0.643,0.154,8.052999999999999,-0.019,-0.142,0.253,0.258,-0.019,0.0549999999999999,0.002,50.43914680050041,65.53743203680403,59.07335907335987,67.43886743886792,36.21212121212206,49.84848484848559,28.30188679245213,53.701015965166754,0.0,12.752233785345787,27.472527472526657,45.32967032966936,20.396600566572513,44.57034938621312,73.41907824222906,84.45873526259382,100.0,99.26876701672495
404,404,2020-08-12,108.526,0.802,83.819,8.869,109.949,0.641,110.794,0.522,113.479,0.919,111.751,0.928,113.235,0.678,112.646,0.728,114.77,0.691,0.673,0.129,8.196,-0.032,-0.151,0.246,0.255,0.005,0.0549999999999999,0.0179999999999999,28.23086574654895,49.058971141780745,47.297297297298115,59.71685971686037,23.030303030303305,37.62626262626308,24.383164005804623,37.34881470730456,0.0,2.244297277409603,0.0,27.83882783882747,0.0,26.251180358829,46.62379421221854,70.27509824937472,87.07526881720433,94.9605232891264
405,405,2020-08-13,108.504,0.803,83.697,8.911,109.679,0.692,110.546,0.58,113.016,0.989,111.519,0.977,113.01,0.722,112.456,0.759,114.596,0.72,0.717,0.086,8.193999999999999,-0.025,-0.137,0.272,0.26,0.005,0.042,0.003,4.391468005018409,27.687160184022584,24.903474903475814,43.758043758044586,0.0,19.74747474747515,11.5635179153093,21.416189571188696,0.0,0.0,0.0,9.157509157508876,0.0,6.798866855524181,27.974276527332044,49.33904966059322,84.45161290322585,90.50896057347673
406,406,2020-08-14,108.278,0.85,83.799,8.884,109.877,0.651,110.51,0.587,113.109,0.973,111.451,0.991,112.959,0.731,112.304,0.785,114.53,0.731,0.709,0.141,8.175,-0.0579999999999999,-0.122,0.264,0.282,0.022,0.076,0.022,0.0,10.874111250522448,0.470588235293024,24.223786812022308,25.449871465295043,16.160058165199477,0.0,11.982227307037983,8.627087198514868,2.8756957328382753,0.0,0.0,0.0,0.0,16.98537682789617,30.527815855815586,85.9597558218405,85.82887918075691
407,407,2020-08-17,108.206,0.865,83.555,8.956,109.74,0.677,110.531,0.58,113.239,0.952,111.578,0.959,113.076,0.703,112.377,0.771,114.498,0.735,0.692,0.173,8.264,-0.0149999999999999,-0.1119999999999999,0.26,0.267,0.011,0.079,0.043,7.986870897154614,4.126112967391003,15.011820330970332,13.461961156579713,7.840616966580141,11.096829477291756,0.0,3.854505971769776,20.686456400742237,9.771181199752354,14.75409836065465,4.918032786884874,3.1914893617022426,1.0638297872340903,0.0,14.986551118409404,77.17075745579322,82.52737539361986
408,408,2020-08-18,108.185,0.868,84.534,8.678,109.827,0.658,110.498,0.586,113.313,0.939,111.652,0.94,113.177,0.679,112.287,0.786,114.568,0.72,0.67,0.1979999999999999,8.008000000000001,-0.012,-0.084,0.2689999999999999,0.2699999999999999,0.009,0.1159999999999999,0.0499999999999999,0.0,2.6622902990515334,23.75886524822775,13.08042460483036,19.02313624678634,17.437874892887205,0.0,0.0,27.55102040816328,18.954854669140115,27.49054224464132,14.08154686843198,0.0,1.0638297872340903,9.090909090908251,8.692095306268142,100.0,87.7101710925446
409,409,2020-08-19,108.305,0.841,84.899,8.576,109.819,0.659,110.59,0.56,113.163,0.962,111.562,0.959,113.137,0.686,112.228,0.795,114.438,0.744,0.685,0.1559999999999999,7.891,-0.026,-0.125,0.2769999999999999,0.2739999999999999,0.001,0.1099999999999999,0.0589999999999999,0.0,2.6622902990515334,13.120567375886965,17.297084318361673,17.99485861182546,14.952870608397342,13.92111368909574,4.64037122969859,13.636363636362978,20.62461348175615,22.446406052963308,21.56368221941975,13.731343283581868,5.640944215094713,0.0,3.0303030303027505,100.0,92.39025248526441
410,410,2020-08-20,108.127,0.876,84.593,8.669,109.946,0.63,110.584,0.556,113.186,0.956,111.585,0.948,113.129,0.682,112.159,0.804,114.499,0.727,0.652,0.2239999999999999,8.017000000000001,-0.022,-0.0959999999999999,0.3039999999999999,0.2959999999999999,0.03,0.152,0.0749999999999999,0.0,0.0,15.83924349881794,17.57289204097754,34.31876606683789,23.778920308483254,0.0,4.64037122969859,15.769944341373234,18.985776128633148,21.437578814628424,23.791509037411007,12.835820895522135,8.855721393034678,7.349397590360598,5.480102227089617,90.71320182094091,96.9044006069803
411,411,2020-08-21,108.237,0.852,84.652,8.654,110.064,0.605,110.666,0.533,113.196,0.953,111.587,0.946,113.152,0.675,112.214,0.793,114.436,0.738,0.636,0.2159999999999999,8.018,-0.031,-0.1029999999999999,0.3169999999999999,0.3099999999999999,0.039,0.157,0.1019999999999999,5.193578847969097,1.7311929493230276,16.07565011820441,15.011820330969764,49.48586118251865,33.933161953727364,11.95652173913035,8.625878476075373,16.697588126159044,15.36796536796507,24.337957124842337,22.740647330811345,25.074626865670407,17.213930348258145,0.0,2.449799196786866,92.17363751584286,94.29561311226126
412,412,2020-08-24,108.376,0.821,85.355,8.457,109.987,0.619,110.659,0.533,113.057,0.974,111.536,0.956,113.033,0.7,112.208,0.793,114.374,0.749,0.654,0.1669999999999999,7.803000000000001,-0.035,-0.121,0.3199999999999999,0.3019999999999999,0.0459999999999999,0.139,0.0949999999999999,5.378704720087056,3.5240945226853797,10.047281323877966,13.987391646966763,49.04458598725998,44.283071078872204,29.74910394265334,13.901875227261238,3.803339517624976,12.090290661719068,10.541310541310294,18.772282160260342,25.23510971786891,21.04851915968716,0.0,2.449799196786866,100.0,94.29561311226126
413,413,2020-08-25,108.207,0.856,85.344,8.462,109.9,0.636,110.572,0.553,112.942,0.992,111.591,0.942,113.052,0.694,112.159,0.801,114.278,0.765,0.688,0.168,7.774,-0.0519999999999999,-0.1349999999999999,0.304,0.254,0.006,0.1130000000000001,0.077,0.0,3.5240945226853797,22.222222222221973,16.115051221434772,35.64516129032291,44.72520282003387,10.443864229764717,17.383163303849475,0.0,6.833642547927993,13.247863247863783,16.042376971338793,13.883677298311051,21.397804627283463,0.0,0.0,99.52483801295854,97.23282517626713
414,414,2020-08-26,108.246,0.847,85.221,8.498,109.859,0.643,110.498,0.57,112.885,1.0,111.422,0.98,113.165,0.667,112.148,0.802,114.198,0.779,0.688,0.159,7.81,-0.0449999999999999,-0.118,0.312,0.292,-0.0209999999999999,0.1140000000000001,0.091,0.0,1.7929015733623472,0.0,10.756501182033304,35.15624999999852,39.94866575919384,16.146540027136812,18.779836066518296,0.0,1.267779839208311,32.543443917852215,18.777539235675423,0.0,13.039595672059995,0.0,0.0,92.55555555555553,97.36013118950468
415,415,2020-08-27,108.303,0.831,85.887,8.316,109.718,0.668,110.499,0.564,112.883,0.997,111.178,1.033,113.064,0.684,112.152,0.798,114.05,0.803,0.754,0.0769999999999999,7.562000000000001,-0.0859999999999999,-0.19,0.243,0.2789999999999999,-0.0699999999999999,0.044,0.049,0.48840048840108374,0.1628001628003565,0.0,7.407407407407315,8.262711864407194,26.354707718242906,27.50000000000028,18.03013475230061,0.0,0.0,16.587677725116983,20.792994963610983,0.19120458890833106,4.691627295739804,0.0,0.0,100.0,97.36013118950468
